trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type
87877318,360,1/3/2017 7:11,1/3/2017 7:17,3013,39.963169,-75.147919,3047,39.95071,-75.149208,3573,30,One Way,Indego30
87877315,540,1/3/2017 7:13,1/3/2017 7:22,3030,39.93935,-75.157158,3018,39.952728,-75.15979,5355,30,One Way,Indego30
87877316,480,1/3/2017 7:13,1/3/2017 7:21,3050,39.953388,-75.154259,3030,39.93935,-75.157158,2552,30,One Way,Indego30
87877314,840,1/3/2017 7:14,1/3/2017 7:28,3049,39.945091,-75.142502,3032,39.945271,-75.17971,5413,30,One Way,Indego30
87877313,180,1/3/2017 7:14,1/3/2017 7:17,3010,39.947109,-75.166183,3045,39.947922,-75.162369,2674,30,One Way,Indego30
87877312,780,1/3/2017 7:15,1/3/2017 7:28,3114,39.937752,-75.180122,3015,39.94735,-75.148857,3451,30,One Way,Indego30
87877310,360,1/3/2017 7:15,1/3/2017 7:21,3101,39.942951,-75.159554,3018,39.952728,-75.15979,5404,30,One Way,Indego30
87877311,2640,1/3/2017 7:15,1/3/2017 7:59,3025,39.937241,-75.161201,3022,39.95472,-75.183228,5177,30,One Way,Indego30
87877309,1440,1/3/2017 7:16,1/3/2017 7:40,3125,39.943909,-75.167351,3097,39.978882,-75.133392,2700,30,One Way,Indego30
87877308,780,1/3/2017 7:17,1/3/2017 7:30,3101,39.942951,-75.159554,3038,39.947811,-75.194092,3348,30,One Way,Indego30
87877307,780,1/3/2017 7:20,1/3/2017 7:33,3121,39.97274,-75.17939,3061,39.95425,-75.177612,2525,0,One Way,Walk-up
87877305,660,1/3/2017 7:21,1/3/2017 7:32,3020,39.948872,-75.189857,3007,39.945171,-75.159927,3372,30,One Way,Indego30
87877306,420,1/3/2017 7:21,1/3/2017 7:28,3010,39.947109,-75.166183,3028,39.940609,-75.149582,11037,30,One Way,Indego30
87877304,660,1/3/2017 7:22,1/3/2017 7:33,3009,39.955761,-75.189819,3054,39.962502,-75.174202,5308,30,One Way,Indego30
87877303,480,1/3/2017 7:26,1/3/2017 7:34,3012,39.942181,-75.177467,3010,39.947109,-75.166183,3487,30,One Way,Indego30
87877302,480,1/3/2017 7:26,1/3/2017 7:34,3012,39.942181,-75.177467,3021,39.953899,-75.169022,5211,30,One Way,Indego30
87877301,600,1/3/2017 7:29,1/3/2017 7:39,3025,39.937241,-75.161201,3050,39.953388,-75.154259,5390,30,One Way,Indego30
87877300,1380,1/3/2017 7:31,1/3/2017 7:54,3013,39.963169,-75.147919,3078,39.953548,-75.171921,3563,30,One Way,Indego30
87877298,1260,1/3/2017 7:32,1/3/2017 7:53,3053,39.932308,-75.181541,3062,39.951969,-75.179428,5193,30,One Way,Indego30
87877297,600,1/3/2017 7:34,1/3/2017 7:44,3061,39.95425,-75.177612,3007,39.945171,-75.159927,3532,30,One Way,Indego30
87877296,1380,1/3/2017 7:35,1/3/2017 7:58,3052,39.947319,-75.156952,3070,39.960621,-75.139832,5132,30,One Way,Indego30
87883047,1440,1/3/2017 7:36,1/3/2017 8:00,3035,39.962711,-75.194191,3022,39.95472,-75.183228,3353,30,One Way,Indego30
87877294,660,1/3/2017 7:36,1/3/2017 7:47,3034,39.933151,-75.162483,3010,39.947109,-75.166183,5141,30,One Way,Indego30
87877295,780,1/3/2017 7:36,1/3/2017 7:49,3020,39.948872,-75.189857,3007,39.945171,-75.159927,5317,30,One Way,Indego30
87877293,300,1/3/2017 7:37,1/3/2017 7:42,3032,39.945271,-75.17971,3020,39.948872,-75.189857,5413,30,One Way,Indego30
87877292,240,1/3/2017 7:38,1/3/2017 7:42,3066,39.94561,-75.173477,3010,39.947109,-75.166183,2726,30,One Way,Indego30
87877289,960,1/3/2017 7:39,1/3/2017 7:55,3010,39.947109,-75.166183,3102,39.968182,-75.180344,5209,30,One Way,Indego30
87877290,1200,1/3/2017 7:39,1/3/2017 7:59,3025,39.937241,-75.161201,3061,39.95425,-75.177612,2610,30,One Way,Indego30
87877291,840,1/3/2017 7:39,1/3/2017 7:53,3053,39.932308,-75.181541,3021,39.953899,-75.169022,3502,30,One Way,Indego30
87877287,540,1/3/2017 7:41,1/3/2017 7:50,3028,39.940609,-75.149582,3010,39.947109,-75.166183,2533,30,One Way,Indego30
87877288,420,1/3/2017 7:41,1/3/2017 7:48,3064,39.9384,-75.173271,3021,39.953899,-75.169022,5176,30,One Way,Indego30
87877286,540,1/3/2017 7:42,1/3/2017 7:51,3051,39.967442,-75.175072,3021,39.953899,-75.169022,3413,30,One Way,Indego30
87877285,120,1/3/2017 7:43,1/3/2017 7:45,3051,39.967442,-75.175072,3054,39.962502,-75.174202,2622,30,One Way,Indego30
87877284,600,1/3/2017 7:44,1/3/2017 7:54,3032,39.945271,-75.17971,3038,39.947811,-75.194092,2729,30,One Way,Indego30
87877282,420,1/3/2017 7:44,1/3/2017 7:51,3051,39.967442,-75.175072,3021,39.953899,-75.169022,11023,30,One Way,Indego30
87877283,540,1/3/2017 7:44,1/3/2017 7:53,3074,39.955109,-75.209869,3020,39.948872,-75.189857,3724,30,One Way,Indego30
87877281,540,1/3/2017 7:44,1/3/2017 7:53,3012,39.942181,-75.177467,3021,39.953899,-75.169022,5356,30,One Way,Indego30
87877280,360,1/3/2017 7:45,1/3/2017 7:51,3066,39.94561,-75.173477,3021,39.953899,-75.169022,5201,30,One Way,Indego30
87877279,360,1/3/2017 7:46,1/3/2017 7:52,3013,39.963169,-75.147919,3019,39.954029,-75.149834,3700,30,One Way,Indego30
87877278,540,1/3/2017 7:47,1/3/2017 7:56,3066,39.94561,-75.173477,3038,39.947811,-75.194092,5372,30,One Way,Indego30
87877277,540,1/3/2017 7:47,1/3/2017 7:56,3043,39.93082,-75.174744,3010,39.947109,-75.166183,3493,30,One Way,Indego30
87877276,240,1/3/2017 7:48,1/3/2017 7:52,3112,39.953732,-75.218246,3118,39.95866,-75.213226,2699,30,One Way,Indego30
87877275,600,1/3/2017 7:49,1/3/2017 7:59,3012,39.942181,-75.177467,3021,39.953899,-75.169022,2563,30,One Way,Indego30
87883027,660,1/3/2017 7:49,1/3/2017 8:00,3125,39.943909,-75.167351,3022,39.95472,-75.183228,3514,30,One Way,Indego30
87883024,1200,1/3/2017 7:50,1/3/2017 8:10,3024,39.948219,-75.209084,3021,39.953899,-75.169022,3390,30,One Way,Indego30
87877274,420,1/3/2017 7:50,1/3/2017 7:57,3063,39.946331,-75.1698,3033,39.95005,-75.156723,3507,30,One Way,Indego30
87877273,540,1/3/2017 7:50,1/3/2017 7:59,3102,39.968182,-75.180344,3009,39.955761,-75.189819,2580,30,One Way,Indego30
87883023,1080,1/3/2017 7:51,1/3/2017 8:09,3034,39.933151,-75.162483,3022,39.95472,-75.183228,3457,30,One Way,Indego30
87883022,660,1/3/2017 7:52,1/3/2017 8:03,3040,39.962891,-75.166061,3037,39.954239,-75.161377,5346,30,One Way,Indego30
87877272,300,1/3/2017 7:52,1/3/2017 7:57,3023,39.950481,-75.172859,3021,39.953899,-75.169022,11022,30,One Way,Indego30
87883021,480,1/3/2017 7:52,1/3/2017 8:00,3030,39.93935,-75.157158,3005,39.94733,-75.144028,2552,30,One Way,Indego30
87883019,480,1/3/2017 7:55,1/3/2017 8:03,3034,39.933151,-75.162483,3045,39.947922,-75.162369,5322,30,One Way,Indego30
87883018,240,1/3/2017 7:57,1/3/2017 8:01,3061,39.95425,-75.177612,3023,39.950481,-75.172859,5270,30,One Way,Indego30
87883017,360,1/3/2017 7:58,1/3/2017 8:04,3012,39.942181,-75.177467,3125,39.943909,-75.167351,3296,30,One Way,Indego30
87883016,300,1/3/2017 8:01,1/3/2017 8:06,3069,39.937038,-75.150383,3015,39.94735,-75.148857,2550,30,One Way,Indego30
87883014,1380,1/3/2017 8:01,1/3/2017 8:24,3054,39.962502,-75.174202,3015,39.94735,-75.148857,3319,30,One Way,Indego30
87883009,60,1/3/2017 8:02,1/3/2017 8:03,3077,39.972069,-75.163513,3077,39.972069,-75.163513,5218,30,Round Trip,Indego30
87883008,540,1/3/2017 8:02,1/3/2017 8:11,3124,39.95295,-75.139793,3037,39.954239,-75.161377,3465,30,One Way,Indego30
87883002,360,1/3/2017 8:04,1/3/2017 8:10,3077,39.972069,-75.163513,3008,39.980782,-75.150551,3659,30,One Way,Indego30
87883000,720,1/3/2017 8:05,1/3/2017 8:17,3102,39.968182,-75.180344,3022,39.95472,-75.183228,2530,30,One Way,Indego30
87883001,600,1/3/2017 8:05,1/3/2017 8:15,3064,39.9384,-75.173271,3021,39.953899,-75.169022,5160,30,One Way,Indego30
87882998,240,1/3/2017 8:06,1/3/2017 8:10,3058,39.967159,-75.170013,3060,39.959229,-75.170357,3399,30,One Way,Indego30
87882999,240,1/3/2017 8:06,1/3/2017 8:10,3058,39.967159,-75.170013,3060,39.959229,-75.170357,5411,30,One Way,Indego30
87882997,180,1/3/2017 8:07,1/3/2017 8:10,3014,39.958858,-75.173691,3021,39.953899,-75.169022,3614,30,One Way,Indego30
87882996,420,1/3/2017 8:08,1/3/2017 8:15,3066,39.94561,-75.173477,3108,39.953159,-75.165512,2476,30,One Way,Indego30
87882995,900,1/3/2017 8:10,1/3/2017 8:25,3054,39.962502,-75.174202,3070,39.960621,-75.139832,2622,30,One Way,Indego30
87882993,1080,1/3/2017 8:11,1/3/2017 8:29,3068,39.93549,-75.167107,3129,39.946812,-75.193108,3670,30,One Way,Indego30
87882994,900,1/3/2017 8:11,1/3/2017 8:26,3020,39.948872,-75.189857,3034,39.933151,-75.162483,2660,30,One Way,Indego30
87882992,420,1/3/2017 8:12,1/3/2017 8:19,3063,39.946331,-75.1698,3052,39.947319,-75.156952,2679,30,One Way,Indego30
87882991,660,1/3/2017 8:13,1/3/2017 8:24,3054,39.962502,-75.174202,3033,39.95005,-75.156723,5294,30,One Way,Indego30
87882990,480,1/3/2017 8:14,1/3/2017 8:22,3098,39.934311,-75.160423,3015,39.94735,-75.148857,5182,30,One Way,Indego30
87882989,120,1/3/2017 8:15,1/3/2017 8:17,3045,39.947922,-75.162369,3007,39.945171,-75.159927,5272,30,One Way,Indego30
87882988,600,1/3/2017 8:15,1/3/2017 8:25,3125,39.943909,-75.167351,3020,39.948872,-75.189857,5117,30,One Way,Indego30
87882987,600,1/3/2017 8:16,1/3/2017 8:26,3030,39.93935,-75.157158,3023,39.950481,-75.172859,3343,30,One Way,Indego30
87882986,600,1/3/2017 8:17,1/3/2017 8:27,3069,39.937038,-75.150383,3010,39.947109,-75.166183,5161,30,One Way,Indego30
87882985,360,1/3/2017 8:19,1/3/2017 8:25,3007,39.945171,-75.159927,3037,39.954239,-75.161377,2649,30,One Way,Indego30
87882984,1140,1/3/2017 8:19,1/3/2017 8:38,3053,39.932308,-75.181541,3055,39.951118,-75.154572,5140,30,One Way,Indego30
87882982,720,1/3/2017 8:21,1/3/2017 8:33,3051,39.967442,-75.175072,3038,39.947811,-75.194092,3539,30,One Way,Indego30
87882980,1020,1/3/2017 8:22,1/3/2017 8:39,3030,39.93935,-75.157158,3020,39.948872,-75.189857,3362,30,One Way,Indego30
87882981,240,1/3/2017 8:22,1/3/2017 8:26,3014,39.958858,-75.173691,3021,39.953899,-75.169022,5366,30,One Way,Indego30
87882979,420,1/3/2017 8:23,1/3/2017 8:30,3064,39.9384,-75.173271,3023,39.950481,-75.172859,3617,0,One Way,Walk-up
87882978,540,1/3/2017 8:24,1/3/2017 8:33,3012,39.942181,-75.177467,3045,39.947922,-75.162369,11017,30,One Way,Indego30
87882977,660,1/3/2017 8:26,1/3/2017 8:37,3112,39.953732,-75.218246,3020,39.948872,-75.189857,11007,30,One Way,Indego30
87882976,780,1/3/2017 8:28,1/3/2017 8:41,3007,39.945171,-75.159927,3078,39.953548,-75.171921,2499,30,One Way,Indego30
87882975,660,1/3/2017 8:29,1/3/2017 8:40,3064,39.9384,-75.173271,3018,39.952728,-75.15979,3427,30,One Way,Indego30
87882974,420,1/3/2017 8:29,1/3/2017 8:36,3060,39.959229,-75.170357,3057,39.963711,-75.181602,11005,30,One Way,Indego30
87882973,540,1/3/2017 8:30,1/3/2017 8:39,3032,39.945271,-75.17971,3045,39.947922,-75.162369,5314,30,One Way,Indego30
87882972,420,1/3/2017 8:31,1/3/2017 8:38,3040,39.962891,-75.166061,3004,39.953781,-75.163742,2670,30,One Way,Indego30
87882971,420,1/3/2017 8:31,1/3/2017 8:38,3123,39.980042,-75.170883,3102,39.968182,-75.180344,5323,30,One Way,Indego30
87882970,600,1/3/2017 8:32,1/3/2017 8:42,3102,39.968182,-75.180344,3021,39.953899,-75.169022,3676,30,One Way,Indego30
87882969,660,1/3/2017 8:34,1/3/2017 8:45,3032,39.945271,-75.17971,3037,39.954239,-75.161377,2714,30,One Way,Indego30
87882968,900,1/3/2017 8:37,1/3/2017 8:52,3012,39.942181,-75.177467,3038,39.947811,-75.194092,5364,30,One Way,Indego30
87882966,660,1/3/2017 8:38,1/3/2017 8:49,3114,39.937752,-75.180122,3021,39.953899,-75.169022,2723,30,One Way,Indego30
87882967,300,1/3/2017 8:38,1/3/2017 8:43,3006,39.952202,-75.20311,3038,39.947811,-75.194092,11014,30,One Way,Indego30
87882965,720,1/3/2017 8:38,1/3/2017 8:50,3014,39.958858,-75.173691,3129,39.946812,-75.193108,3689,30,One Way,Indego30
87882964,420,1/3/2017 8:40,1/3/2017 8:47,3007,39.945171,-75.159927,3047,39.95071,-75.149208,3532,30,One Way,Indego30
87888774,1080,1/3/2017 8:42,1/3/2017 9:00,3115,39.97263,-75.167572,3045,39.947922,-75.162369,3435,30,One Way,Indego30
87882962,600,1/3/2017 8:42,1/3/2017 8:52,3028,39.940609,-75.149582,3018,39.952728,-75.15979,3550,30,One Way,Indego30
87882963,540,1/3/2017 8:42,1/3/2017 8:51,3064,39.9384,-75.173271,3062,39.951969,-75.179428,5409,30,One Way,Indego30
87882961,360,1/3/2017 8:43,1/3/2017 8:49,3053,39.932308,-75.181541,3064,39.9384,-75.173271,5302,30,One Way,Indego30
87882960,840,1/3/2017 8:44,1/3/2017 8:58,3010,39.947109,-75.166183,3038,39.947811,-75.194092,5310,30,One Way,Indego30
87882958,180,1/3/2017 8:45,1/3/2017 8:48,3073,39.96143,-75.15242,3059,39.96265,-75.161743,5299,30,One Way,Indego30
87882957,660,1/3/2017 8:45,1/3/2017 8:56,3069,39.937038,-75.150383,3108,39.953159,-75.165512,3496,30,One Way,Indego30
87888770,1200,1/3/2017 8:45,1/3/2017 9:05,3121,39.97274,-75.17939,3129,39.946812,-75.193108,3484,30,One Way,Indego30
87882959,540,1/3/2017 8:45,1/3/2017 8:54,3075,39.967178,-75.161247,3004,39.953781,-75.163742,3462,30,One Way,Indego30
87882956,480,1/3/2017 8:47,1/3/2017 8:55,3032,39.945271,-75.17971,3022,39.95472,-75.183228,6697,30,One Way,Indego30
87882955,180,1/3/2017 8:47,1/3/2017 8:50,3102,39.968182,-75.180344,3054,39.962502,-75.174202,5323,30,One Way,Indego30
87882954,540,1/3/2017 8:48,1/3/2017 8:57,3045,39.947922,-75.162369,3047,39.95071,-75.149208,11017,30,One Way,Indego30
87888758,780,1/3/2017 8:49,1/3/2017 9:02,3013,39.963169,-75.147919,3030,39.93935,-75.157158,3458,30,One Way,Indego30
87888755,780,1/3/2017 8:50,1/3/2017 9:03,3069,39.937038,-75.150383,3023,39.950481,-75.172859,3652,30,One Way,Indego30
87888753,1380,1/3/2017 8:50,1/3/2017 9:13,3112,39.953732,-75.218246,3040,39.962891,-75.166061,3437,30,One Way,Indego30
87882952,360,1/3/2017 8:53,1/3/2017 8:59,3066,39.94561,-75.173477,3021,39.953899,-75.169022,3664,30,One Way,Indego30
87888749,960,1/3/2017 8:55,1/3/2017 9:11,3034,39.933151,-75.162483,3019,39.954029,-75.149834,5187,30,One Way,Indego30
87888746,960,1/3/2017 8:56,1/3/2017 9:12,3112,39.953732,-75.218246,3022,39.95472,-75.183228,5289,30,One Way,Indego30
87888748,300,1/3/2017 8:56,1/3/2017 9:01,3032,39.945271,-75.17971,3063,39.946331,-75.1698,5344,30,One Way,Indego30
87888747,420,1/3/2017 8:56,1/3/2017 9:03,3007,39.945171,-75.159927,3021,39.953899,-75.169022,3372,30,One Way,Indego30
87888745,600,1/3/2017 8:56,1/3/2017 9:06,3030,39.93935,-75.157158,3045,39.947922,-75.162369,5327,30,One Way,Indego30
87888743,600,1/3/2017 8:58,1/3/2017 9:08,3011,39.960461,-75.197006,3078,39.953548,-75.171921,5325,30,One Way,Indego30
87888744,300,1/3/2017 8:58,1/3/2017 9:03,3041,39.968491,-75.13546,3105,39.966518,-75.129959,5259,30,One Way,Indego30
87888742,1140,1/3/2017 8:59,1/3/2017 9:18,3007,39.945171,-75.159927,3101,39.942951,-75.159554,3277,30,One Way,Indego30
87888741,540,1/3/2017 8:59,1/3/2017 9:08,3115,39.97263,-75.167572,3021,39.953899,-75.169022,2685,30,One Way,Indego30
87888740,720,1/3/2017 9:00,1/3/2017 9:12,3103,39.977139,-75.179398,3031,39.980049,-75.15522,3658,30,One Way,Indego30
87888739,1200,1/3/2017 9:01,1/3/2017 9:21,3068,39.93549,-75.167107,3121,39.97274,-75.17939,3410,30,One Way,Indego30
87888738,960,1/3/2017 9:02,1/3/2017 9:18,3114,39.937752,-75.180122,3108,39.953159,-75.165512,5415,30,One Way,Indego30
87888737,1140,1/3/2017 9:03,1/3/2017 9:22,3055,39.951118,-75.154572,3000,,,5140,30,One Way,Indego30
87888736,240,1/3/2017 9:03,1/3/2017 9:07,3054,39.962502,-75.174202,3102,39.968182,-75.180344,5323,30,One Way,Indego30
87888735,540,1/3/2017 9:04,1/3/2017 9:13,3045,39.947922,-75.162369,3026,39.94138,-75.145638,2674,30,One Way,Indego30
87888734,960,1/3/2017 9:05,1/3/2017 9:21,3115,39.97263,-75.167572,3129,39.946812,-75.193108,5350,30,One Way,Indego30
87888733,180,1/3/2017 9:06,1/3/2017 9:09,3078,39.953548,-75.171921,3023,39.950481,-75.172859,2589,30,One Way,Indego30
87888732,540,1/3/2017 9:11,1/3/2017 9:20,3024,39.948219,-75.209084,3129,39.946812,-75.193108,3367,30,One Way,Indego30
87888731,840,1/3/2017 9:11,1/3/2017 9:25,3045,39.947922,-75.162369,3012,39.942181,-75.177467,3586,30,One Way,Indego30
87888730,360,1/3/2017 9:13,1/3/2017 9:19,3121,39.97274,-75.17939,3014,39.958858,-75.173691,3276,30,One Way,Indego30
87888729,720,1/3/2017 9:15,1/3/2017 9:27,3014,39.958858,-75.173691,3047,39.95071,-75.149208,2473,30,One Way,Indego30
87888728,960,1/3/2017 9:15,1/3/2017 9:31,3066,39.94561,-75.173477,3055,39.951118,-75.154572,3334,30,One Way,Indego30
87888727,720,1/3/2017 9:25,1/3/2017 9:37,3071,39.961731,-75.187881,3078,39.953548,-75.171921,5412,30,One Way,Indego30
87888726,660,1/3/2017 9:26,1/3/2017 9:37,3102,39.968182,-75.180344,3062,39.951969,-75.179428,5323,30,One Way,Indego30
87888725,240,1/3/2017 9:26,1/3/2017 9:30,3054,39.962502,-75.174202,3014,39.958858,-75.173691,5308,30,One Way,Indego30
87888724,480,1/3/2017 9:32,1/3/2017 9:40,3068,39.93549,-75.167107,3010,39.947109,-75.166183,3316,30,One Way,Indego30
87888723,840,1/3/2017 9:33,1/3/2017 9:47,3033,39.95005,-75.156723,3009,39.955761,-75.189819,5294,30,One Way,Indego30
87888722,360,1/3/2017 9:36,1/3/2017 9:42,3055,39.951118,-75.154572,3101,39.942951,-75.159554,3335,30,One Way,Indego30
87888721,840,1/3/2017 9:38,1/3/2017 9:52,3064,39.9384,-75.173271,3114,39.937752,-75.180122,3429,30,One Way,Indego30
87888720,900,1/3/2017 9:39,1/3/2017 9:54,3022,39.95472,-75.183228,3073,39.96143,-75.15242,5128,30,One Way,Indego30
87894564,1500,1/3/2017 9:43,1/3/2017 10:08,3101,39.942951,-75.159554,3018,39.952728,-75.15979,5347,30,One Way,Indego30
87888713,480,1/3/2017 9:47,1/3/2017 9:55,3069,39.937038,-75.150383,3052,39.947319,-75.156952,5306,30,One Way,Indego30
87888712,60,1/3/2017 9:48,1/3/2017 9:49,3053,39.932308,-75.181541,3053,39.932308,-75.181541,3301,30,Round Trip,Indego30
87894559,960,1/3/2017 9:49,1/3/2017 10:05,3053,39.932308,-75.181541,3052,39.947319,-75.156952,3301,30,One Way,Indego30
87894558,420,1/3/2017 9:56,1/3/2017 10:03,3059,39.96265,-75.161743,3039,39.97121,-75.159698,2673,30,One Way,Indego30
87894535,960,1/3/2017 10:18,1/3/2017 10:34,3095,39.987709,-75.180519,3031,39.980049,-75.15522,5129,30,One Way,Indego30
87894534,840,1/3/2017 10:20,1/3/2017 10:34,3030,39.93935,-75.157158,3108,39.953159,-75.165512,11040,30,One Way,Indego30
87894533,240,1/3/2017 10:23,1/3/2017 10:27,3021,39.953899,-75.169022,3023,39.950481,-75.172859,11022,30,One Way,Indego30
87894532,780,1/3/2017 10:26,1/3/2017 10:39,3121,39.97274,-75.17939,3038,39.947811,-75.194092,3643,30,One Way,Indego30
87894531,480,1/3/2017 10:30,1/3/2017 10:38,3030,39.93935,-75.157158,3055,39.951118,-75.154572,5406,30,One Way,Indego30
87894528,480,1/3/2017 10:47,1/3/2017 10:55,3050,39.953388,-75.154259,3010,39.947109,-75.166183,5399,30,One Way,Indego30
87894527,360,1/3/2017 10:50,1/3/2017 10:56,3104,39.96664,-75.192093,3120,39.97522,-75.186691,2510,30,One Way,Indego30
87900400,840,1/3/2017 10:51,1/3/2017 11:05,3099,39.93401,-75.15094,3108,39.953159,-75.165512,2703,30,One Way,Indego30
87894526,360,1/3/2017 10:52,1/3/2017 10:58,3032,39.945271,-75.17971,3010,39.947109,-75.166183,2629,30,One Way,Indego30
87900395,660,1/3/2017 11:01,1/3/2017 11:12,3060,39.959229,-75.170357,3047,39.95071,-75.149208,3460,30,One Way,Indego30
87900390,180,1/3/2017 11:13,1/3/2017 11:16,3007,39.945171,-75.159927,3010,39.947109,-75.166183,5342,30,One Way,Indego30
87924097,16380,1/3/2017 11:14,1/3/2017 15:47,3005,39.94733,-75.144028,3108,39.953159,-75.165512,5340,0,One Way,Walk-up
87906282,2880,1/3/2017 11:15,1/3/2017 12:03,3005,39.94733,-75.144028,3108,39.953159,-75.165512,5203,0,One Way,Walk-up
87900389,420,1/3/2017 11:15,1/3/2017 11:22,3069,39.937038,-75.150383,3028,39.940609,-75.149582,3565,30,One Way,Indego30
87906281,2760,1/3/2017 11:16,1/3/2017 12:02,3005,39.94733,-75.144028,3108,39.953159,-75.165512,2552,0,One Way,Walk-up
87900388,420,1/3/2017 11:19,1/3/2017 11:26,3114,39.937752,-75.180122,3023,39.950481,-75.172859,3332,30,One Way,Indego30
87900387,840,1/3/2017 11:23,1/3/2017 11:37,3121,39.97274,-75.17939,3023,39.950481,-75.172859,3504,30,One Way,Indego30
87900386,660,1/3/2017 11:25,1/3/2017 11:36,3120,39.97522,-75.186691,3104,39.96664,-75.192093,2510,30,One Way,Indego30
87900385,180,1/3/2017 11:29,1/3/2017 11:32,3010,39.947109,-75.166183,3007,39.945171,-75.159927,5170,30,One Way,Indego30
87900384,180,1/3/2017 11:31,1/3/2017 11:34,3125,39.943909,-75.167351,3066,39.94561,-75.173477,5354,30,One Way,Indego30
87900382,780,1/3/2017 11:32,1/3/2017 11:45,3010,39.947109,-75.166183,3129,39.946812,-75.193108,3347,30,One Way,Indego30
87900383,240,1/3/2017 11:32,1/3/2017 11:36,3007,39.945171,-75.159927,3063,39.946331,-75.1698,5170,30,One Way,Indego30
87900381,840,1/3/2017 11:33,1/3/2017 11:47,3062,39.951969,-75.179428,3102,39.968182,-75.180344,5199,30,One Way,Indego30
87900380,720,1/3/2017 11:34,1/3/2017 11:46,3103,39.977139,-75.179398,3031,39.980049,-75.15522,3464,30,One Way,Indego30
87900379,660,1/3/2017 11:35,1/3/2017 11:46,3077,39.972069,-75.163513,3052,39.947319,-75.156952,2684,30,One Way,Indego30
87900378,420,1/3/2017 11:41,1/3/2017 11:48,3012,39.942181,-75.177467,3101,39.942951,-75.159554,5326,30,One Way,Indego30
87900377,420,1/3/2017 11:42,1/3/2017 11:49,3012,39.942181,-75.177467,3101,39.942951,-75.159554,3586,30,One Way,Indego30
87900376,180,1/3/2017 11:51,1/3/2017 11:54,3063,39.946331,-75.1698,3007,39.945171,-75.159927,5170,30,One Way,Indego30
87906267,900,1/3/2017 12:00,1/3/2017 12:15,3053,39.932308,-75.181541,3009,39.955761,-75.189819,2585,30,One Way,Indego30
87906266,900,1/3/2017 12:00,1/3/2017 12:15,3053,39.932308,-75.181541,3054,39.962502,-75.174202,3442,30,One Way,Indego30
87906265,480,1/3/2017 12:06,1/3/2017 12:14,3097,39.978882,-75.133392,3105,39.966518,-75.129959,2700,30,One Way,Indego30
87906261,480,1/3/2017 12:14,1/3/2017 12:22,3023,39.950481,-75.172859,3114,39.937752,-75.180122,3617,30,One Way,Indego30
87906260,480,1/3/2017 12:19,1/3/2017 12:27,3021,39.953899,-75.169022,3032,39.945271,-75.17971,5333,30,One Way,Indego30
87906258,840,1/3/2017 12:24,1/3/2017 12:38,3009,39.955761,-75.189819,3120,39.97522,-75.186691,5294,30,One Way,Indego30
87906259,480,1/3/2017 12:24,1/3/2017 12:32,3010,39.947109,-75.166183,3068,39.93549,-75.167107,2726,30,One Way,Indego30
87906256,1020,1/3/2017 12:24,1/3/2017 12:41,3122,39.980621,-75.1735,3122,39.980621,-75.1735,3520,30,Round Trip,Indego30
87912168,1800,1/3/2017 12:36,1/3/2017 13:06,3005,39.94733,-75.144028,3004,39.953781,-75.163742,3482,0,One Way,Walk-up
87912166,3660,1/3/2017 12:51,1/3/2017 13:52,3068,39.93549,-75.167107,3033,39.95005,-75.156723,3556,30,One Way,Indego30
87912167,1020,1/3/2017 12:51,1/3/2017 13:08,3013,39.963169,-75.147919,3023,39.950481,-75.172859,2707,30,One Way,Indego30
87912164,1980,1/3/2017 12:55,1/3/2017 13:28,3063,39.946331,-75.1698,3063,39.946331,-75.1698,5344,30,Round Trip,Indego30
87912165,540,1/3/2017 12:55,1/3/2017 13:04,3018,39.952728,-75.15979,3060,39.959229,-75.170357,5404,30,One Way,Indego30
87912163,480,1/3/2017 12:59,1/3/2017 13:07,3112,39.953732,-75.218246,3006,39.952202,-75.20311,2620,30,One Way,Indego30
87912161,360,1/3/2017 13:01,1/3/2017 13:07,3022,39.95472,-75.183228,3022,39.95472,-75.183228,5289,30,Round Trip,Indego30
87912160,540,1/3/2017 13:05,1/3/2017 13:14,3037,39.954239,-75.161377,3124,39.95295,-75.139793,3465,30,One Way,Indego30
87912158,1140,1/3/2017 13:07,1/3/2017 13:26,3038,39.947811,-75.194092,3030,39.93935,-75.157158,3643,30,One Way,Indego30
87912159,1320,1/3/2017 13:07,1/3/2017 13:29,3045,39.947922,-75.162369,3029,39.9538,-75.194794,3541,30,One Way,Indego30
87912157,360,1/3/2017 13:09,1/3/2017 13:15,3052,39.947319,-75.156952,3108,39.953159,-75.165512,2684,30,One Way,Indego30
87912156,480,1/3/2017 13:25,1/3/2017 13:33,3006,39.952202,-75.20311,3112,39.953732,-75.218246,2620,30,One Way,Indego30
87912153,1020,1/3/2017 13:29,1/3/2017 13:46,3054,39.962502,-75.174202,3053,39.932308,-75.181541,3717,30,One Way,Indego30
87912154,720,1/3/2017 13:29,1/3/2017 13:41,3007,39.945171,-75.159927,3101,39.942951,-75.159554,5317,30,One Way,Indego30
87912155,480,1/3/2017 13:29,1/3/2017 13:37,3101,39.942951,-75.159554,3012,39.942181,-75.177467,5326,30,One Way,Indego30
